brand,name,desc,category,servingSize,servingSizeUnit,calories,fat,carbs,protein,Calories_100g,Total_Fat_100g,Carbohydrates_100g,Protein_100g
Long John Silver's,5 Broccoli Cheese Bites,"5 Broccoli Cheese Bites, Sides",AppetizersSides,93,g,310,24,18,5,333,26,19,5
Zaxby's,5 Buffalo Fingers w/ Ranch Sauce,"5 Buffalo Fingers, Wings & Fingerz; Choice of Adding: Sauce",Entrees,221,g,590,39,15,45,267,18,7,20
Zaxby's,5 Buffalo Wings w/ Celery Sticks & Ranch Sauce,"5 Buffalo Wings w/ 4 Celery Sticks, Wing & Fingerz Sauce",AppetizersSides,199,g,490,40,3,31,246,20,2,16
Zaxby's,5 Chicken Fingers,"5 Chicken Fingers, Wings & Fingerz",Entrees,,,390,18,13,44,,,,
Zaxby's,5 Chicken Fingerz w/ Zax Sauce,"5 Chicken Fingerz w/ 1 Portion Cup Zax Sauce, Wings & Fingerz",Entrees,219,g,570,35,10,44,260,16,5,20
Jack in the Box,5 Chicken Nuggets,"5 Chicken Nuggets, Chicken & More, Value Menu, Kids & Adults Menu",Entrees,77,g,240,17,13,9,312,22,17,12
Checker's Drive-In/Rallys,5 Chicken Nuggets,"5 Chicken Nuggets, Chicken & Fish",Entrees,,,250,16,14,12,,,,
Papa John's,5 Chicken Poppers,"5 Chicken Poppers w/ All White Lightly Breaded Chicken Breast, Papa's Wings & Poppers, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",Entrees,90,g,180,6,16,15,200,7,18,17
Carl's Jr.,5 Chicken Taquitos,"5 Chicken Taquitos w/ Lettuce, Pico de Gallo, Sour Cream & Cotija Cheese, Green Burrito",Entrees,242,g,640,43,56,33,264,18,23,14
Zaxby's,5 Chicken Wings,"5 Chicken Wings w/out Sauce, for Buffalo Wings Meal, Most Popular, Wings & Fingerz, Meal Dealz",AppetizersSides,,,290,19,0,30,,,,
Checker's Drive-In/Rallys,"5 Chicken Wings, Plain","5 Chicken Wings, Plain, Chicken & Fish",AppetizersSides,,,350,23,2,35,,,,
Sheetz,5 Crispy Chicken Stripz,"5 Crispy Chicken Stripz, also called Chicken Strips, Stripz & Boneless Bitez, Chicken, Appetizers, Snacks & Sidez; Choice of Adding: BBQ Ranch Sauce, Boom Boom Sauce, Buffalo Ranch Sauce, Buffalo Sauce, Dr Pepper BBQ Sauce, Garlic Old Bay Sauce, Garlic Parmesan, Habanero Buffalo Sauce, Habanero Sauce, Old Bay or Spicy Asian Sauce",Entrees,,,550,18,65,33,,,,
Burger King,5 French Toast Sticks,"5 French Toast Sticks, Breakfast; Choice of Adding: Sweet Syrup",Entrees,109,g,380,18,49,5,349,17,45,5
Ci Ci's Pizza,5 Garlic Parmesan Wings,"5 Garlic Parmesan Wings w/ Tender Chicken Wings & Garlic Parmesan Sauce, Wings",AppetizersSides,57,g,270,18,5,19,474,32,9,33
Checker's Drive-In/Rallys,5 Garlic Parmesan Wings,"5 Garlic Parmesan Wings, also called 5 Chicken Wings, Garlic Parmesan, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,510,40,3,35,,,,
Frisch's Big Boy,5 Hand Breaded Chicken Breast Fillets,"5 Hand Breaded Chicken Breast Fillets, Poultry, Entree Only, Dinners; Choice of Adding: 2 Sides & Dinner Roll",Entrees,,,375,15,25,35,,,,
Hardee's,5 Hand Breaded Chicken Tenders,"5 Hand Breaded Chicken Tenders, Chicken & More, Thickburgers & Sandwiches; Choice of Adding: Honey Mustard, Buttermilk Ranch or Sweet & Bold BBQ Sauces",Entrees,213,g,440,21,21,41,207,10,10,19
Carl's Jr.,5 Hand Breaded Chicken Tenders,"5 Hand Breaded Chicken Tenders, Chicken & More; Choice of: Honey Mustard, Buttermilk Ranch or Sweet & Bold BBQ Dipping Sauces",Entrees,213,g,440,21,21,41,207,10,10,19
Del Taco,5 Hash Brown Sticks,"5 Hash Brown Sticks, Breakfast",Fried Potatoes,71,g,230,17,18,0,324,24,25,0
Checker's Drive-In/Rallys,5 Honey BBQ Wings,"5 Honey BBQ Wings, also called 5 Chicken Wings, Honey BBQ, Crazy Good Wings, Chicken & Fish",AppetizersSides,,,430,23,19,35,,,,
Ci Ci's Pizza,5 Hot Buffalo Wings,"5 Hot Buffalo Wings w/ Chicken Wings & Hot Spicy Buffalo Sauce, Wings",AppetizersSides,57,g,210,13,4,19,368,23,7,33
Arby's,5 Jalapeno Bites,"5 Jalapeno Bites w/out Bronco Berry Sauce, Sliders, Snacks, Friends of Meat",AppetizersSides,110,g,290,17,31,5,264,15,28,5
Arby's,5 Jalapeno Bites w/ Bronco Berry Sauce,"5 Jalapeno Bites w/ Bronco Berry Sauce, Sides",AppetizersSides,138,g,350,17,46,5,254,12,33,4
Long John Silver's,5 Jalapeno Cheddar Bites,"5 Jalapeno Cheddar Bites, Sides",AppetizersSides,82,g,240,16,18,6,293,20,22,7
Papa Murphy's,"5 Meat Stuffed Pizza, Family Size, 1 Slice","5 Meat Stuffed Pizza on Stuffed Crust w/ Traditional Sauce, Mozzarella Cheese, Beef Topping, Canadian Bacon, Crispy Bacon, Italian Sausage, Pepperoni & Topping Cheese, Stuffed Family Pizza Slices, Stuffed, Family Size, 1 Slice",Pizza,,,460,18,52,20,,,,
Papa Murphy's,"5 Meat Stuffed Pizza, Large, 1 Slice","5 Meat Stuffed Pizza on Stuffed Crust w/ Traditional Sauce, Mozzarella Cheese, Beef Topping, Canadian Bacon, Crispy Bacon, Italian Sausage, Pepperoni & Topping Cheese, Stuffed Large Pizza Slices, Stuffed, Large, 1 Slice",Pizza,,,490,19,59,21,,,,
Checker's Drive-In/Rallys,5 Medium Buffalo Wings,"5 Medium Buffalo Wings, also called 5 Chicken Wings, Medium Buffalo, Crazy Good Wings, Chicken & Fish",AppetizersSides,,,360,23,3,35,,,,
Ci Ci's Pizza,5 Mild Buffalo Wings,"5 Mild Buffalo Wings w/ Tender Chicken Wings & Mild Buffalo Sauce, Wings",AppetizersSides,57,g,215,13.5,3,19,377,24,5,33
Jack in the Box,5 Mini Churros,"5 Mini Churros, Shakes & Desserts",Baked Goods,86,g,347,18,42,4,403,21,49,5
White Castle,5 Mozzarella Cheese Sticks,"5 Mozzarella Cheese Sticks, Sides",AppetizersSides,183,g,740,55,36,21,404,30,20,11
Arby's,5 Prime Cut Chicken Tenders,"5 Prime Cut Chicken Tenders, Chicken; Choice of Adding: BBQ Dipping Sauce, Buffalo Dipping Sauce, Honey Mustard Dipping Sauce & Ranch Dipping Sauce",Entrees,219,g,600,28,47,39,274,13,21,18
Bojangles,5 Roasted Chicken Bites,"5 Roasted Chicken Bites, Chicken",Entrees,,,130,5,4,17,,,,
On the Border,5 Sopapillas,"5 Sopapillas w/ Mexican Pastries, Cinnamon Sugar, Honey & Chocolate Sauce, Desserts",Desserts,,,1220,27,233,13,,,,
Hardee's,5 Spicy Chicken Tenders,"5 Spicy Chicken Tenders, Hand Breaded Chicken, Chicken & More",Entrees,219,g,460,22,24,41,210,10,11,19
Hooters,50 Bacon Wrapped Wings,"50 Bacon Wrapped Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,5490,345,114,490,,,,
Hooters,50 Boneless Wings,"50 Boneless Wings, Wings",AppetizersSides,,,2300,102,111,233,,,,
Hooters,50 Breaded Wings,"50 Breaded Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,6830,429,372,369,,,,
Hooters,50 Daytona Wings,"50 Daytona Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,6540,372,468,337,,,,
Hooters,50 Naked Wings,"50 Naked Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,4630,257,18,562,,,,
Papa John's,50 Unsauced Roasted Wings,"50 Unsauced Roasted Wings, Papa's Wings & Poppers, Wings, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",AppetizersSides,2098,g,5470,355,125,418,261,17,6,20
Papa John's,50 Wings w/ BBQ Sauce,"50 Wings w/ BBQ Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,2098,g,5470,355,125,418,261,17,6,20
Papa John's,50 Wings w/ Buffalo Sauce,"50 Wings w/ Buffalo Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,2098,g,5220,360,51,417,249,17,2,20
Papa John's,50 Wings w/ Honey Chipotle Sauce,"50 Wings w/ Honey Chipotle Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,2098,g,5640,354,171,417,269,17,8,20
Perkins,55+ 3 Potato Pancakes,"55+ 3 Potato Pancakes w/ Applesauce, Bacon & Whipped Butter Blend, Seniors & Kids, 55+ Breakfast, 55+ Meals, 55+ All Day Breakfast",Entrees,296,g,850,43,95,19,287,15,32,6
Denny's,55+ Belgian Waffle Slam,"55+ Belgian Waffle Slam w/ 1 Egg, Breakfast, 55+; Choice of Adding: 2 Bacon Strips or 2 Sausage Links",Entrees,9,oz,470,36,24,13,184,14,9,5
IHOP,55+ Breakfast Sampler,"55+ Breakfast Sampler, Made Just for You 55+; Choice of Adding: Egg",Entrees,,,640,41,48,18,,,,
Perkins,"55+ Brioche French Toast, 2 Pieces","55+ Brioche French Toast w/ Blended Soybean Oil, French Toast Batter, Powdered Sugar, Sliced Brioche Loaf & Whipped Butter Blend, Seniors & Kids, 55+ Breakfast, 2 Pieces",Entrees,282,g,720,36,66,33,255,13,23,12
Perkins,55+ Butterball Turkey & Dressing Dinner,"55+ Butterball Turkey & Dressing Dinner w/ Oven Roasted Turkey, Sage Dressing, Cranberry Sauce & Turkey Gravy, Seniors & Kids, 55+ Lunch & Dinner, 55+ Meals, Lunch & Dinner Menu, Fork Worthy Entrees Menu; Choice of Adding: 2 Sides",Entrees,367,g,480,17,75,41,131,5,20,11
IHOP,55+ Buttermilk Pancakes,"55+ Buttermilk Pancakes, Made Just for You 55+",Entrees,,,430,17,57,12,,,,
Perkins,55+ Cheeseburger,"55+ Cheeseburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Sliced American Cheese & Whipped Butter Blend, Seniors & Kids, 55 Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad",Burgers,220,g,690,39,41,32,314,18,19,15
Perkins,55+ Chicken Strips Dinner,"55+ Chicken Strips Dinner w/ Crispy Chicken Breast Strips & Honey Mustard Dipping Sauce, 55+ Lunch & Dinner Menu, Seniors & Kids, 55+ Meals; Choice of Adding: 2 Sides",Entrees,292,g,800,43,59,44,274,15,20,15
Denny's,55+ Club Sandwich w/ French Fries,"55+ Club Sandwich on Toasted 7 Grain Bread w/ French Fries, Bacon, Lettuce, Tomato & Mayo, 55+ Menu",Sandwiches,18,oz,1200,65,100,46,235,13,20,9
Perkins,55+ Continental,"55+ Continental w/ Brown Sugar, Coffee, 2% Milk, Oatmeal & Whipped Butter Blend, 55+ Breakfast, Seniors & Kids, 55+ Meals; Choice of Adding: Apple, Tomato, Cranberry, Orange or Grapefruit Juice",Entrees,575,g,390,15,57,8,68,3,10,1
Perkins,55+ Country Fried Steak,"55+ Country Fried Steak w/ Lightly Breaded Fried Beef Steak Fritter & Cream Gravy, Seniors & Kids, 55+ Lunch & Dinner, 55+ Meals; Choice of Adding: 2 Sides",Entrees,310,g,570,32,45,27,184,10,15,9
Denny's,55+ Country Fried Steak,"55+ Country Fried Steak w/ Gravy & Dinner Bread, Dinner, 55+ Menu; Choice of Adding: 2 Sides; Choice of Adding: Caesar Salad, Garden Salad or Cup of Soup",Entrees,10,oz,750,47,49,30,265,17,17,11
IHOP,55+ Crispy Chicken Strips,"55+ Crispy Chicken Strips, Made Just for You 55+, Choice of: Ranch or Honey Mustard",Entrees,,,770,43,69,27,,,,
Perkins,55+ Double Catch,"55+ Double Catch w/ 2 Crispy Milwaukee Style Breaded Cod Fillets, 4 Jumbo Tail On Breaded Fried Shrimp, Fries, Cocktail Sauce, Lemon Wedge & Tartar Sauce, 55+ Lunch & Dinner, Seniors & Kids, 55+ Meals",Entrees,544,g,1330,78,116,43,244,14,21,8
IHOP,55+ Egg White Omelette,"55+ Egg White Omelette, Made Just for You 55+; Choice of Adding: 2 Buttermilk Pancakes; Choice of: Cheese & Ingredients",Entrees,,,70,2,1,12,,,,
Denny's,55+ Fit Fare Loaded Veggie Omelette,"55+ Fit Fare Loaded Veggie Omelette w/ Egg Whites, Spinach, Mushrooms, Sauteed Zucchini, Squash, Diced Tomatoes, Swiss Cheese, Seasonal Fruit & English Muffin, Breakfast, Fit Fare, 55+",Entrees,20,oz,470,16,60,26,83,3,11,5
IHOP,55+ French Toast,"55+ French Toast, Made Just for You 55+; Choice of: 2 Strips of Bacon or 2 Pork Sausage Links",Entrees,,,520,27,56,14,,,,
Denny's,55+ French Toast Slam,"55+ French Toast Slam w/ 1 Egg, Breakfast, 55+; Choice of: 2 Bacon Strips or 2 Sausage Links",Entrees,7,oz,470,31,33,16,237,16,17,8
Perkins,55+ Griddle Greats w/ 3 Blueberry Pancakes,"55+ Griddle Greats w/ 3 Blueberry Pancakes, Whole Blueberries, Buttermilk Pancakes, Powdered Sugar & Whipped Butter Blend, Seniors & Kids, 55+ Breakfast, 55+ Menu",Entrees,269,g,560,26,71,8,208,10,26,3
Perkins,"55+ Griddle Greats, 3 Buttermilk Pancakes","55+ Griddle Greats, 3 Buttermilk Pancakes w/ Whipped Butter Blend, Seniors & Kids, 55+ Breakfast, 55+ Meals",Entrees,243,g,540,26,66,8,222,11,27,3
Perkins,"55+ Griddle Greats, Ooh La La French Toast","55+ Griddle Greats, Ooh La La French Toast w/ Powdered Sugar & Whipped Butter Blend, Seniors & Kids, 55+ Breakfast",Entrees,209,g,510,24,52,21,244,11,25,10
Denny's,55+ Grilled Cheese Sandwich,"55+ Grilled Cheese Sandwich & Soup w/ American Cheese, Grilled Sourdough Bread & Cup of Soup, 55+ Menu; Choice of: Cup of Soup",Sandwiches,5,oz,440,26,37,14,310,18,26,10
Denny's,55+ Grilled Chicken,"55+ Grilled Chicken w/ Dinner Bread, Dinner, 55+ Menu; Choice of Adding: 2 Sides; Choice of Adding: Caesar Salad, Garden Salad or Cup of Soup",Entrees,7,oz,400,17,20,40,202,9,10,20
Perkins,"55+ Grilled Chicken Breast, Plain","55+ Grilled Chicken Breast, Plain, Seniors & Kids, 55+ Lunch & Dinner, 55+ Meals; Choice of Adding: 2 Sides & Cajun or Garlic Seasonings",Entrees,174,g,200,8,0,32,115,5,0,18
Denny's,55+ Grilled Tilapia,"55+ Grilled Tilapia w/ Dinner Bread, Dinner, 55+ Menu; Choice of Adding: 2 Sides; Choice of Adding: Caesar Salad, Garden Salad or Cup of Soup",Entrees,8,oz,470,16,24,55,207,7,11,24
Perkins,55+ Hamburger,"55+ Hamburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Whipped Butter Blend, Seniors & Kids, 55+ Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad",Burgers,199,g,610,32,40,27,307,16,20,14
Perkins,55+ Meatloaf Dinner,"55+ Meatloaf Dinner w/ Savory Sweet Glazed Homemade Meatloaf, Real Mashed Potatoes, Brown Gravy, Buttered Corn & Crispy Onion Tanglers, Seniors & Kids, 55+ Lunch & Dinner Menu, 55+ Favorites, 55+ Meals",Entrees,579,g,910,54,79,29,157,9,14,5
Denny's,55+ Omelette,"55+ Omelette w/ 2 Eggs, Sauteed Onions, Bacon, Diced Tomatoes & Cheddar Cheese, Breakfast, 55+; Choice of Adding: Buttermilk Biscuit, English Muffin, Gluten Free English Muffin or 2 Slices of Toast; Choice of Adding: Hash Browns, Red Skinned Potatoes or Seasonal Fruit",Entrees,9,oz,450,35,8,25,176,14,3,10
Perkins,55+ One Egg Benedict,"55+ One Egg Benedict w/ 1 Egg, 1/2 Grilled English Muffin, Blended Soybean Oil, Fresh Chopped Parsley, Ham, Hollandaise Sauce & Whipped Butter Blend, Seniors & Kids, 55+ Breakfast, 55+ Menu; Choice of Adding: Hash Browns, Tots or Breakfast Potatoes & Mammoth Muffin or Fruit",Entrees,182,g,400,29,21,16,220,16,12,9
Perkins,55+ One Egg Classic,"55+ One Egg Classic w/ Blended Soybean Oil & 1 Large Fresh Egg, 55+ Breakfast, Seniors & Kids, 55+ Meals; Choice of Adding: Bacon or Sausage Links & Hash Browns, Tots, Breakfast Potatoes or Fruit & Pancakes, Toast or Muffin",Entrees,54,g,100,8,1,6,185,15,2,11
IHOP,"55+ Pork Chop, 4 oz","55+ Pork Chop, 4 oz, Made Just for You 55+; Choice of: Garlic Bread, Salad, Soup or Sides",Entrees,4,oz,660,45,41,25,582,40,36,22
IHOP,"55+ Pork Chop, 6 oz","55+ Pork Chop, 6 oz, Made Just for You 55+; Choice of: Garlic Bread & Soup or Salad",Entrees,,,730,47,42,35,,,,
IHOP,55+ Pot Roast,"55+ Pot Roast, Made Just for You 55+; Choice of: Garlic Bread, Soup or Salad",Entrees,,,500,24,55,20,,,,
IHOP,55+ Rooty,"55+ Rooty, Made Just for You 55+; Choice of: Egg & Topping",Entrees,,,280,17,21,11,,,,
Perkins,"55+ Sandwich N Such, Ham & Cheese","55+ Sandwich N Such, Ham & Cheese on 100% Whole Wheat Bread w/ Ham, Leaf Lettuce, Mayonnaise, Sliced American Cheese & Tomato Slices, Seniors & Kids, 55+ Lunch & Dinner, 55+ Menu; Choice of Adding: Cup of Soup, Fresh Fruit, Fries, Tots or Garden Salad",Sandwiches,198,g,380,21,24,23,192,11,12,12
Perkins,"55+ Sandwich N Such, Turkey","55+ Sandwich N Such, Turkey w/ 100% Whole Wheat Bread, Leaf Lettuce, Mayonnaise, Oven Roasted Turkey Breast & Sliced Tomatoes, Seniors & Kids, 55+ Lunch & Dinner, 55+ Meals; Choice of Adding: Fresh Fruit, Side Salad, Fries, Tots or Cup of Soup",Sandwiches,154,g,280,14,21,18,182,9,14,12
Denny's,55+ Scrambled Eggs & Cheddar Breakfast,"55+ Scrambled Eggs & Cheddar Breakfast w/ 2 Scrambled Eggs, Cheddar Cheese, 2 Bacon Strips, 2 Sausage Links & 2 Buttermilk Pancakes, Breakfast, 55+",Entrees,16,oz,1000,57,83,37,220,13,18,8
IHOP,55+ Smoked Sausage,"55+ Smoked Sausage, Made Just for You 55+; Choice of: Garlic Bread & Soup or Salad",Entrees,,,560,41,36,15,,,,
IHOP,55+ Smokehouse Combo,"55+ Smokehouse Combo, Made Just for You 55+; Choice of: Eggs",Entrees,,,680,47,49,16,,,,
Denny's,55+ Starter,"55+ Starter w/ 1 Egg, Breakfast, 55+; Choice of Adding: Buttermilk Biscuit, English Muffin, Gluten Free English Muffin or 2 Slices of Toast; Choice of Adding: Hash Browns, Red Skinned Potatoes or Seasonal Fruit",Entrees,3,oz,190,17,1,9,223,20,1,11
Perkins,55+ Steak Medallions & Mushrooms,"55+ Steak Medallions & Mushrooms w/ Beef Steak Medallions, Blended Soybean Oil, Garlic Butter, Mushrooms & Yellow Onions, Seniors & Kids, 55+ Lunch & Dinner",Entrees,326,g,480,29,6,51,147,9,2,16
Denny's,55+ Steak Skewer,"55+ Steak Skewer w/ Sweet Bourbon Sauce & Dinner Bread, Dinner, 55+ Menu; Choice of Adding: Caesar Salad, Garden Salad or Cup of Soup",Entrees,9,oz,470,16,47,32,184,6,18,13
IHOP,55+ Tilapia Florentine,"55+ Tilapia Florentine, Made Just for You 55+, Choice of: Garlic Bread, Soup, Salad or Side",Entrees,,,560,38,33,26,,,,
Perkins,55+ Tilapia Grille Dinner,"55+ Tilapia Grille Dinner w/ Blended Soybean Oil, Lemon Wedge, Tartar Sauce & 2 Grilled Tilapia Fillets, Seniors & Kids, 55+ Lunch & Dinner, 55+ Meals; Choice of Adding: 2 Sides & Cajun or Garlic Seasoning",Entrees,284,g,360,18,9,42,127,6,3,15
Perkins,55+ Top Sirloin Steak Dinner,"55+ Top Sirloin Steak Dinner w/ Choice Sirloin Beef Steak, Seniors & Kids, 55+ Lunch & Dinner; Choice of Adding: 2 Sides",Entrees,175,g,220,8,0,39,126,5,0,22
Perkins,55+ Traveler,"55+ Traveler w/ 1 Large Egg & Blended Soybean Oil, Seniors & Kids, 55+ Breakfast, 55+ Meals; Choice of Adding: Sausage Links or Bacon & 2 Pancakes, Toast or Mammoth Muffin",Entrees,54,g,100,8,1,6,185,15,2,11
Perkins,55+ Two Egg Omelette,"55+ Two Egg Omelette w/ Blended Soybean Oil & 2 Large Fresh Eggs, Seniors & Kids, 55+ Breakfast, 55+ Meals; Choice of Adding: 2 Pancakes, Mammoth Muffin or Buttered Toast",Entrees,104,g,170,13,2,12,163,13,2,12
Hooters,6 Bacon Wrapped Wings,"6 Bacon Wrapped Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,690,42,23,59,,,,
PF Chang's,6 Banana Spring Rolls,"6 Banana Spring Rolls w/ Banana, Caramel Vanilla Drizzle & Coconut Pineapple Ice Cream, Dessert, Lunch, Main Menu",Desserts,,,1030,42,152,14,,,,
Denny's,6 Blueberry Pancake Puppies,"6 Blueberry Pancake Puppies w/ White Chocolate Chips, Powdered Sugar & Cream Cheese Icing, Featured Menu",Desserts,,,630,14,119,8,,,,
Bojangles,6 Bo Berry Biscuits,"6 Bo Berry Biscuits w/ Icing, Sweets",Baked Goods,,,350,16,48,4,,,,
Hooters,6 Boneless Wings,"6 Boneless Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,280,12,13,28,,,,
Hooters,6 Breaded Wings,"6 Breaded Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,820,51,45,44,,,,
Zaxby's,6 Celery Sticks,"6 Celery Sticks, Wings & Fingerz",AppetizersSides,54,g,10,0,1,0,19,0,2,0
Pizza Hut,6 Celery Sticks w/ Ranch Dressing Cup,"6 Celery Sticks w/ Ranch Dressing Cup, Sides",AppetizersSides,,,190,18,5,2,,,,
Noodles & Company,"6 Cheesy Garlic Bread, Regular","6 Cheesy Garlic Bread on Toasted Baguette w/ Parmesan & Garlic Butter, Italian Seasonings & Marinara Sauce, Extras & Desserts, Vegetarian, Regular",Baked Goods,,,640,35,60,17,,,,
Chick-Fil-A,6 Chick Fil A Nuggets,"6 Chick Fil A Nuggets, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,190,9,7,21,,,,
McDonald's,6 Chicken McNuggets,"6 Chicken McNuggets, Chicken & Sandwiches; Choice of Adding: Creamy Ranch Sauce, Habanero Ranch Sauce, Honey Mustard Sauce, Spicy Buffalo Sauce, Sweet N Sour Sauce, Tangy Barbeque Sauce or Honey",Entrees,,,270,16,16,15,,,,
Burger King,6 Chicken Nuggets,"6 Chicken Nuggets, Chicken & More, Entrees, Kids Meals, Value Menu, Kids & Adults Menu; Choice of Adding: Dipping Sauces",Entrees,88,g,260,16,16,12,295,18,18,14
White Castle,6 Chicken Rings,"6 Chicken Rings, Sides & Drinks",AppetizersSides,143,g,530,47,12,18,371,33,8,13
Carl's Jr.,6 Chicken Stars,"6 Chicken Stars, Chicken & More; Choice of: Dipping Sauce",Entrees,91,g,260,16,18,12,286,18,20,13
Hooters,6 Daytona Wings,"6 Daytona Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,820,45,65,41,,,,
Church's Chicken,6 Gizzards,"6 Gizzards, Snack, Main Course",Entrees,96,g,370,23,23,16,385,24,24,17
Denny's,6 Golden Fried Shrimp,"6 Golden Fried Shrimp, Dinner Sides",Entrees,,,190,8,20,9,,,,
Chick-Fil-A,6 Grilled Nuggets,"6 Grilled Nuggets, Entrees, Kids Meals; Choice in: Nuggets Kids Meal; Choice of Adding: Dipping Sauce",Entrees,,,110,2.5,2,19,,,,
PF Chang's,6 Hand Folded Crab Wontons,"6 Hand Folded Crab Wontons w/ Crab, Bell Peppers, Green Onions & Spicy Plum Sauce, Dim Sum, Main Menu, Lunch, Starters & Small Plates, Hours of Happy",AppetizersSides,,,610,30,74,14,,,,
PF Chang's,"6 Handmade Pork Dumplings, Pan Fried","6 Handmade Pork Dumplings, Pan Fried w/ Light Chili Sauce, also called Cecilia's Pork Dumplings, Dim Sum, Lunch, Main Menu",AppetizersSides,,,420,17,42,25,,,,
PF Chang's,"6 Handmade Pork Dumplings, Steamed","6 Handmade Pork Dumplings, Steamed w/ Light Chili Sauce, also called Cecilia's Pork Dumplings, Dim Sum, Lunch, Main Menu",AppetizersSides,,,320,4,43,23,,,,
PF Chang's,"6 Handmade Shrimp Dumplings, Pan Fried","6 Handmade Shrimp Dumplings, Pan Fried w/ Light Chili Sauce, also called Cecilia's Shrimp Dumplings, Dim Sum, Lunch, Main Menu",AppetizersSides,,,320,9,40,21,,,,
PF Chang's,"6 Handmade Shrimp Dumplings, Steamed","6 Handmade Shrimp Dumplings, Steamed w/ Light Chili Sauce, also called Cecilia's Shrimp Dumplings, Dim Sum, Lunch, Main Menu",AppetizersSides,,,290,4,33,29,,,,
Quiznos,6 in Grilled Flatbread,"6 in Grilled Flatbread, Artisan Bread, Kids Meals; Choice in: Kids Turkey & Cheese & Ham & Cheese Flatbread",ToppingsIngredients,,,160,3.5,28,5,,,,
Arby's,6 Mozzarella Sticks,"6 Mozzarella Sticks w/out Marinara Sauce, Sliders, Snacks, Friends of Meat",AppetizersSides,206,g,650,35,56,29,316,17,27,14
Arby's,6 Mozzarella Sticks w/ Marinara Sauce,"6 Mozzarella Sticks w/ Marinara Sauce, Sides, Sliders, Snacks, Friends of Meat",AppetizersSides,234,g,670,35,60,30,286,15,26,13
Hooters,6 Naked Wings,"6 Naked Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,560,31,2,67,,,,
Popeyes,6 Nuggets,"6 Nuggets, Tenders",Entrees,75,g,230,14,14,11,307,19,19,15
Chick-Fil-A,"6 Nuggets, Kids","6 Nuggets, Kids Meals; Choice in: Nuggets Kids Meal",Entrees,,,190,9,7,21,,,,
Popeyes,6 Onion Rings,"6 Onion Rings, Signature Sides, 300 Calories or Under",AppetizersSides,75,g,280,19,25,3,373,25,33,4
Applebee's,6 oz USDA Choice Top Sirloin,"6 oz USDA Choice Top Sirloin w/out Side, Create Your Own Masterpiece, Wood Fired Grill",Entrees,,,230,9,2,34,,,,
White Castle,6 Piece Chicken Rings Combo,"6 Piece Chicken Rings Combo w/ 6 Chicken Rings, Small French Fries & Small Diet Drink, Combos; Choice of: Small Drink",Entrees,,,880,69,46,22,,,,
Noodles & Company,"6 Potstickers w/ Soy Dipping Sauce, Regular","6 Potstickers w/ Soy Dipping Sauce, Shareables, Extras & Desserts, Regular",AppetizersSides,,,380,10,54,16,,,,
Hooters,6 Raw Oysters,6 Raw Oysters,AppetizersSides,,,180,3,32,5,,,,
Whataburger,6 Whatachickn Bites Whatameal,"6 Whatachickn Bites Whatameal w/ Breaded Boneless Chicken Chunks, Texas Toast & Dipping Sauce, Chicken; Choice of: Cream Gravy, Creamy Pepper, Ranch, Fat Free Ranch, Jalapeno Ranch, Honey BBQ, Honey Mustard & Buffalo Sauce",Entrees,1064,g,1280,45,188,38,120,4,18,4
Marco's Pizza,"6"" Chicken Club Tuscano Sub","6"" Chicken Club Tuscano Sub on a White Sub Bun w/ Mayonnaise, Sliced Tomatoes, Cheese, Grilled Chicken & Bacon, also called Chicken Club Sub, Subs",Sandwiches,,,680,32,55,42,,,,
El Pollo Loco,"6"" Corn Tortillas","6"" Corn Tortillas, Tortillas, Extras Other",Baked Goods,1.8,oz,110,1.5,22,2,216,3,43,4
El Pollo Loco,"6"" Flour Tortilla, 2 Tortillas","6"" Flour Tortilla, Tortillas, Extras Other, Favorites, 2 Tortillas",Baked Goods,2.2,oz,190,6,29,5,305,10,46,8
